articleId,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-4975645025178552956,-5691008411030226594,8163984238975480171,5779887740609126631,123378787151399958,6341647533150019811
-4974757204495953627,-498521148402713730,8886002764685330098,8416004328454490172,-5200964355640106406,-3666646454167334466
-4948717594596229869,-1537223691132357350,-7009536306337650657,-2323511129839590090,-8968101771604200516,-8254222281357012124
-4948201003470936673,1041289933344278866,-2976309714446243509,-8194774279664546436,6015995473246774717,-5570129644089964821
-4944551138301474550,3205047378909988692,5967886403500658324,5817939718364925129,2628816849077589497,4644672909721737325
-4930542581518647030,-4740532350684079805,5834671664627894569,549631724393582960,5842191581670322333,5934557073194045393
-4925213312961842798,-1449104782233586994,-6940659689413147290,3510349622718287202,-3645539449929727083,3168079495368669052
-4921088466135297415,4695698299220703541,-14569272361926584,8886002764685330098,-793729620925729327,8651615486877503655
-4920252354047555768,-4571929941432664145,-1701416312023927957,-9128652074338368262,2399228553079505025,-3269885695260066314
-4917007328809735647,-4110354420726924665,5274322067107287523,1485652648052127324,1266958185239582088,3353902017498793780
-4893195573827770029,-3060116862184714437,5533752987392101383,2072448887839540892,-7002558676365724983,-7580433478964181862
-4888170580455425266,-327208414896292296,-2855218766021441159,6001127456099879458,-8689798332822398451,-4084394822880420062
-4882849408937990337,4917926779066818777,3456446200772320915,7273139206342584600,865977730460714234,-504935756748713175
-4880614998012292765,-1196068832249300490,31349081826574004,-1536771179525677307,3035329611795434601,-6308850935767965758
-4875060556471576861,6424668376409530281,-91139000311163410,3643465492984939400,-907419983362132448,667643281369196267
-4872447160271266802,4629488036162962359,123378787151399958,321193326651975856,8869575677747285539,-8254222281357012124
-4866987227632887920,2051327203770554158,4757923412035174662,-6761163882540291832,6162786478796754684,1768072794787289517
-4864344772765973009,-8858741052589364245,-1249436522568155938,8233465999590288609,215332765550420709,1805789466376069146
-4844663695104994694,-74366709451305894,-5689187996536546877,-5395935973320542237,-1073835383506921412,5681075485882787671
-4833307637594287163,2947843229055216994,-1622037268576555626,-7082978776831463151,-5578229678262992168,2323403245382926621
-4831310174172854034,374674704202038318,-5850390492300666299,2244894675266276573,-78066964941874046,6947862790919978120
-4798431998955209742,-5602127731550819348,-5920475612630001479,-8757701761088346244,8651615486877503655,-6642751159620064055
-4793380646045599184,564282370384747453,3880098804615440102,2857117417189640073,-3363563881552061188,5238119115012015307
-4770861947600256785,5395868751435718725,-4126288159365354498,-6348943063155744346,5834671664627894569,-2890958311805113955
-4767439283620384185,4161491675236615151,-8254222281357012124,231281690254211527,4045164454094417310,-4655195825208522542
-4765711818183276269,-518690781085251687,-21036008762564671,8926889915100214784,-92787874211637246,9042192299854648021
-4762897581600184489,3294074907209583622,1433393829724383645,-6739959707791598779,966067567430037498,-4615575698508618335
-4761420664091904483,4877833951599818487,-7165716941095296287,1128840733277618400,-5123671543726522991,-4760639635023250284
-4760639635023250284,4877833951599818487,-4761420664091904483,-7165716941095296287,5211673327552264703,5619251370090681244
-4754223659064624252,7534917347133949300,-8467102776052559275,1469580151036142903,-6642751159620064055,2607211459879791691
-4749032095489327822,7506614456429888492,-7463305179076477879,-2923886912694084893,-5750828394349042089,-5017021199558167721
-4748027149000767298,-4503975842879662368,-3872763991286728274,7926736692763443624,-8717945432162716060,7419040071212162906
-4740532350684079805,1964631817676172382,-1762456938647577126,-4930542581518647030,5558603035498264655,-518690781085251687
-4738242186452730534,-2323511129839590090,4313871021753084020,-2167839778474325326,-6761163882540291832,6162786478796754684
-4726309075125105018,1862503310075246782,4373020502739965726,-5088157426675091741,1971653634364577968,-7009536306337650657
-4718837078135183000,-958925381525830552,-3248233692182971167,4579392053042969226,2607211459879791691,-4754223659064624252
-4709710373442563586,-518690781085251687,-115909536143817330,4195778828921942020,-4336877432539963613,3075564241645350154
-4707863452603278075,-1302167511807875596,-799315203186826480,2858969450431709251,-8189315446782327370,-2430889785264760757
-4704033845097735448,4877833951599818487,5211673327552264703,1128840733277618400,-7033990154815318757,-7646922141533719881
-4700714777342103147,-8900113512825364282,-8194774279664546436,5929055844564382383,-7002558676365724983,-2630716662499331227
-4698104907897418459,-2855910583928922225,1805849336099641652,-4126288159365354498,3035329611795434601,2858969450431709251
-4673604375671208816,-5679427141235752819,-5912792039759735631,685073630661800600,2388097612905924826,-2377881752614744441
-4673235524420943843,174707786647990372,4877833951599818487,2608740049979127115,-9033211547111606164,4532698165746826599
-4668565519400205181,484986956330644320,-1511619461666295654,-5255285107284514595,1796618361228441836,2725842723638001955
-4662020648308370136,8118799783881928573,3035329611795434601,5322532051893153382,7446534728307622413,-6308850935767965758
-4657414671719964025,-9157338616628196758,-2114113759134837010,-43795168179752761,1537717759622831344,8541347773340490171
-4655195825208522542,-5037827401452845772,5779887740609126631,-8043889175123948305,-360529647164834348,6341647533150019811
-4640750981890093183,-2400879112398974660,5005421293875190218,4895396506368139469,-6707474286910397949,6868454399455433725
-4625438649010928449,5191381587333696286,-8858741052589364245,7303676031229268527,7775857588929395558,-6362758570633473480
-4615575698508618335,-6739959707791598779,162771765556771108,1433393829724383645,3294074907209583622,966067567430037498
-4615179238096674750,-8968101771604200516,123378787151399958,231281690254211527,4313871021753084020,-6810702648836067504
-4613284400780388067,-730957269757756529,-4278025512576376201,123378787151399958,-7666273193533605701,-8254222281357012124
-4612605965384710183,3577117590019014785,1805849336099641652,2858969450431709251,7653591914898297019,2841458704671711663
-4608017393995766765,3382987666565638029,2231749805468232267,-8913397556833789413,-4027027091658759481,-541666025693385823
-4600611344822394376,-3555513869558669392,7498047411414226273,-8984665034930053829,65053321054180411,3720742491238027703
-4582216289807398227,358192030955601318,-6859269826758227273,9124439338148818380,-6400214860728938634,3180608611815082945
-4575943417765899041,2927476152522512441,5111115201913219115,-2306981937763401455,5518462222339671372,5937899505996968869
-4571929941432664145,-8473322535064919980,2220561310072186802,-8068727428160395745,5250363310227021277,-7126520323752764957
-4570752586662989981,3116298625885250927,2546734694784514225,5111115201913219115,8968837261991914049,4804093434821394840
-4562218760600603086,-78066964941874046,-8257579276626076787,-2041630887686751489,-1995591062742965408,8483892789913825147
-4561077506184283336,2006478190737700267,-4749032095489327822,7506614456429888492,-7463305179076477879,-5017021199558167721
-4552546534914807304,-7002558676365724983,-634395794651424614,2727743992157210358,5028081187109329892,-3060116862184714437
-4550355627706401135,-8658069499367979499,-9128741757954228992,-8947720860550700506,-6940923725353716164,-7448252416950961815
-4541461982704074404,4089568303716665454,8095004770374551394,4121807259563748287,2885511262558254418,-3850335246895770347
-4531029390350541169,-8627051188605351707,90383487344892230,362899217568283146,-7681408188643141872,8483892789913825147
-4524355549457527387,4877833951599818487,-115909536143817330,4625350031392752392,-1254906787526072320,-7586203274767893481
-4509487968959834430,6341647533150019811,-8254222281357012124,-5037827401452845772,6044362651232258738,1115750778137998115
-4507929853521434970,310515487419366995,-5082274522455747241,123378787151399958,-5037827401452845772,9054050762437897017
-4505450219733822767,-4126288159365354498,3407455496422791860,-6308850935767965758,5842191581670322333,7828019124127586556
-4503975842879662368,-8717945432162716060,-4748027149000767298,7926736692763443624,-3872763991286728274,7419040071212162906
-4487024160266973763,-6772940823843058601,2051327203770554158,1117455951802655890,-8591127493017117985,-3875881534863988868
-4485188959476061019,-569322218183730892,2424381466524517235,6472331784294749716,7029834616968294970,-5968239566051821631
-4483059513836093676,-8194774279664546436,7606744605433799135,-8900113512825364282,6015995473246774717,-4700714777342103147
-4475938295812802739,-7564569805639737618,3616722904601574426,-88303961787201909,5032631648793129465,6615662748793536194
-4469492210394109129,3579921471626387620,-4399400419562742528,-5684357871122991503,-271938775771328391,123378787151399958
-4463029741564307314,-2184022689343185012,7277161137091492767,3575694866055127253,-6863138929434705713,-595851741330881198
-4460374799273064357,-3883591366197282127,-3662111110237135231,-6858665134018491791,638282658987724754,-5802731238371220572
-4458371007893120981,-2860224288374811338,-3110580810771259448,-6872546942144599345,2025471325746532174,3706563147339457456
-4451918963121780798,6260854150231142184,4911701623098526999,3720742491238027703,3293246847422795557,6015995473246774717
-4434534460030275781,-8962700386317589038,738761744030347929,8080671570570146356,7933362470375280252,-969155230116728853
-4414039190127558142,4273365516830385867,626121253933491500,1002673045600956890,-6192959589652486637,-3169423801125605259
-4412848927260591416,-3544655814153481738,5589105207760786822,-8190931845319543363,3296513714237850943,8265190708606665292
-4399400419562742528,-5762305367413370284,3579921471626387620,-4469492210394109129,374352050712569304,-5684357871122991503
-4386371945374980231,1012456848389051365,123378787151399958,-5843518165523212471,4563006651994272837,4815632823882298534
-4374331682165863764,-7358932766266901263,8550670510357310628,3075564241645350154,4463025528374352465,-3528088210002754978
-4358357193736101128,-5082274522455747241,-5255285107284514595,-7078081008943106850,-5088157426675091741,231281690254211527
-4351117979148287331,569574447134368517,1908114740148100507,-3920984929373505016,2317969739828155334,5681075485882787671
-4338308747999225618,1929674614667189969,1128840733277618400,5156657166068502754,4877833951599818487,-92787874211637246
-4336877432539963613,5266164468981660031,-4201751526335049119,3075564241645350154,4355464044208438135,-3633300009206493694
-4336355219396419841,123378787151399958,-9105040345021932755,8869575677747285539,-5082274522455747241,6341647533150019811
-4333957157636611418,-4996336942690402156,-7876497512693688413,6377566860234930618,5271205718596251417,-749116597676471759
-4333056764244640444,-6859363289291329827,123378787151399958,751528815916485437,-5082274522455747241,231281690254211527
-4320251915347436672,638282658987724754,-4571929941432664145,-7002558676365724983,8836508987743809103,-6215634663594744290
-4318248821095057296,3566197569262766169,-1419188045265393093,589254894302309232,-5055745575969002313,428486625959995206
-4316394955033262743,6678691743269420670,-6570327055377820618,-7126520323752764957,5250363310227021277,5258604889412591249
-4309525417316029305,3720742491238027703,7775857588929395558,6015995473246774717,-2703878216681968882,1021946628105173582
-4303046765246718776,6743199836219189414,-8704908797766843570,2788367348502337122,5410293063635507608,-1564468014116140117
-4295420427690447901,-8287402887944984163,6743199836219189414,2788367348502337122,-8704908797766843570,-7638840925036528150
-4293262855938209141,643905832258297060,-5060993828460133882,-8187220755213888616,1981046186743381313,4785499183287168509
-4291244850221551577,6778168087818060600,-8353590933060505654,3564394485543941353,8637400873589298078,-2547386150711652030
-4280604324733069853,-6884335507424704154,5163772683749067995,1220948775534529013,3801658304588389996,7581009799961380333
-4278025512576376201,123378787151399958,-5082274522455747241,5779887740609126631,4161491675236615151,6341647533150019811
-4270702541777554377,8120046881003900118,-6380034335041404646,-5867424949902842953,-844797936291539016,-6728844082024523434
-4265002939801511319,-5756697018315640725,-6728844082024523434,-6765871608738223618,7429409096643373334,-8208801367848627943
-4262964715347041233,-7174595923544719736,-2271868873349907631,-8427763028519233712,489290927107045539,9113647036759476320
-4248528062574538011,-4248528062574538011,-3265730906936163775,2824996248683640175,-7876497512693688413,-78667914647336721
-4239579488204604851,-9064100704535292718,-958925381525830552,1128840733277618400,4877833951599818487,5619251370090681244
-4233809085822159066,-3870015206307768313,-4239579488204604851,-9064100704535292718,2323403245382926621,-958925381525830552
-4233177915193302509,2639926854188906104,3541770362851368020,-730957269757756529,-2405892683303291957,6541551984368289722
-4231142613423804992,2900029983899283273,-205193648629294862,-2148899391355011268,7516228655554309785,8631616594020837056
-4228415104574264137,3035329611795434601,7793363699831164066,-7681408188643141872,7446534728307622413,5949788789046720741
-4218676349553328084,-5829979886567267504,-5179258585851879449,-8942026248671582808,3328253785421705444,2731915238980099593
-4216050818952952471,1805849336099641652,3035329611795434601,-3620251618670158123,-4503975842879662368,-8618420761918493321
-4205603734017049464,-6772940823843058601,-8968101771604200516,231281690254211527,4307023751244532288,5964888566269323942
-4205346868684833897,817145340976958200,4625350031392752392,1805849336099641652,8596997246990922861,4607279316199873708
-4201751526335049119,5266164468981660031,-4336877432539963613,3075564241645350154,4355464044208438135,-340541651592032197
-4195851681734441295,-8704908797766843570,8259682769688682084,-1564468014116140117,2788367348502337122,5410293063635507608
-4194520495766350572,8968837261991914049,-1573329182923097618,-1572252285162838958,3293246847422795557,-1403735753867098241
-4187268503708157132,-456574518348806233,-8722526817358894474,3035329611795434601,-6324550271415246022,2841458704671711663
-4186591400427142356,123378787151399958,6044362651232258738,-5082274522455747241,4161491675236615151,1115750778137998115
-4163754746025598258,-5973686110278905367,-6566175321434139682,4774970687540378081,8494390949377713372,6236312923258954569
-4158297476631283435,-6119620726358216329,886450434856305025,-2976309714446243509,-2377881752614744441,-7367898111498277224
-4145260601063545880,5036201777135800491,-7387185690512762935,5514214996211995551,2672238531812965181,5217724704513784613
-4138575697540914268,-4760639635023250284,8353614127518545485,3989649621607163677,1041289933344278866,-2083103312491589695
-4133169317019898816,-1687864471892802710,5779887740609126631,123378787151399958,4161491675236615151,6044362651232258738
-4132331404553626868,-5570795524983603787,6015995473246774717,-4309525417316029305,3720742491238027703,-6207670654614839859
-4130193294870737688,-4130193294870737688,-4336355219396419841,6831941111848480366,-3739000323288188282,8770410950539401126
-4127059794203205931,3394403706511230595,-7959318068735027467,9208127165664287660,8381798621267347902,2220561310072186802
-4126288159365354498,3407455496422791860,5842191581670322333,-5515204090203464377,-5954724412982705962,4774970687540378081
-4110991218639855802,-8286289711960957081,962287586799267519,-844797936291539016,9207286802575546269,-1484165300616478995
-4110354420726924665,3353902017498793780,1485652648052127324,5274322067107287523,3067875254349597654,-6713697716910928909
-4102297002729307038,5135371516547401748,-9137036168156595470,6908884359295619150,7071371416976898441,3643465492984939400
-4095842175692097942,-4050006690189978332,6757348772114374254,5237574390644778994,6304895356046683527,-2871347907044769386
-4089455027188314262,8384349834972693428,-14569272361926584,6638782839540370044,-4068545238978420047,8651615486877503655
-4086521633840243549,3460026829794173084,-8254222281357012124,-5843518165523212471,4815632823882298534,-8968101771604200516
-4084394822880420062,-8689798332822398451,-2855218766021441159,5714874452041944640,-7492067511846042603,511891900317865118
-4070929606295451361,6892866957050839435,-1606909838151129701,-5017021199558167721,3058137260516373249,5795281877636738272
-4070599188332885701,-5380376324140474506,-6859363289291329827,-2323511129839590090,123378787151399958,2229625391864201918
-4068545238978420047,-5791454671270548045,5947470908330062710,-14569272361926584,6187300944962737279,-1701416312023927957
-4050006690189978332,-4095842175692097942,6757348772114374254,5237574390644778994,-2871347907044769386,8900292750226176660
-4049108709890217048,-6792965795755857419,7508152369854945139,-8641360668993633978,-1901742495252324928,4338940510328721138
-4037032837327175755,-1687864471892802710,6678691743269420670,-2577148567706202814,-4133169317019898816,5250363310227021277
-4029704725707465084,4916417766268744775,7077639154797499584,-6308850935767965758,-1449104782233586994,-6765871608738223618
-4027027091658759481,2231749805468232267,-8913397556833789413,6059546463839992340,-1453783314552286835,4404314996867098682
-4024778022934140027,-8194774279664546436,7606744605433799135,-8900113512825364282,3293246847422795557,-4700714777342103147
-4024233104105796278,2765063319512128208,-1199490911632553070,-7542498020532209188,-8449536481786923901,-8489944755890710748
-3980612444042641628,1432311799980176241,-2479936301516183562,-749116597676471759,-5610593914683957297,8115033558441775155
-3978716320611299242,3679601493757850490,3149164017776669829,7062745737910050042,-4070599188332885701,-1839591250599587429
-3974295763584921518,-5602127731550819348,-4798431998955209742,-1022885988494278200,3075810310719170278,5947470908330062710
-3968102273907750828,-504935756748713175,3687286164936910007,5232169374213306041,-8041742992841055506,7273139206342584600
-3964583697784528168,8836508987743809103,8968837261991914049,1286723199785027310,3293246847422795557,6664082205633624486
-3959242148361340089,4831903061865014867,-8187220755213888616,2555983212310147009,8153556216916362816,1403599387299754918
-3954182109690207118,-6566328419164841526,-2329480295839698254,4877833951599818487,-4338308747999225618,-6566175321434139682
-3951274083288934897,-8187220755213888616,5533752987392101383,-2554512494756911972,7216750853471801538,7993526700719577624
-3946932055798267834,3320201327008235211,1805849336099641652,8596997246990922861,4625350031392752392,4877833951599818487
-3944300307678659798,6341647533150019811,231281690254211527,-9076501258717815738,-721732705314803549,7697593937932606048
-3920984929373505016,7494490104520466117,-8099145207792678586,-5997769775112032630,-5829402940194444779,3294074907209583622
-3920124114454832425,4877833951599818487,-5313466754735123256,5211673327552264703,1128840733277618400,5619251370090681244
-3915769742442748515,-3745582971859460684,444378495316508239,2220561310072186802,638282658987724754,5258604889412591249
-3912939678517879962,2173307133640600082,-6558712014192834002,-14569272361926584,3205047378909988692,3091351089612339864
-3900870368325485697,-3660106964555224100,5135371516547401748,6908884359295619150,-4070929606295451361,-5257244885628286303
-3886927790136130174,7216750853471801538,7993526700719577624,9136323715291453594,-2123288010168989418,-3951274083288934897
-3883591366197282127,-5802731238371220572,-4460374799273064357,216869981229779312,-7191607771634445823,668505019835540303
-3876501423599932851,1002673045600956890,4422997595777504091,-4414039190127558142,8748370453256790422,626121253933491500
-3875881534863988868,-4487024160266973763,-6772940823843058601,1117455951802655890,-8591127493017117985,2051327203770554158
-3872763991286728274,7926736692763443624,-4748027149000767298,-8717945432162716060,-4503975842879662368,7419040071212162906
-3870325027932266414,3035329611795434601,-8762137947059829459,-2424983931459616622,-7681408188643141872,5949788789046720741
-3870015206307768313,-4233809085822159066,-8763351865833452031,4991224059205503283,-8512461968928613053,-9137036168156595470
-3864069617285644895,-8278633353687754322,2282385028752844581,-6940923725353716164,2032007496318616962,7004101889471761341
-3854488592949785912,1487738553913510703,-3499919498720038879,-6308850935767965758,8120046881003900118,-7534240757267992657
-3850803681204406658,-2323511129839590090,4815632823882298534,231281690254211527,123378787151399958,4546206336477094824
-3850335246895770347,-6739959707791598779,966067567430037498,162771765556771108,1433393829724383645,5350829677696205474
-3832772858396854546,6180979718957141670,-3487500907059331343,-799315203186826480,8946250624470221174,-1302167511807875596
-3825317043780889928,4815632823882298534,-4386371945374980231,-788035419968530567,2639926854188906104,123378787151399958
-3820497466351868775,-8353590933060505654,8637400873589298078,3750772607644674028,-2547386150711652030,-7863574628164051955
-3810375613673461625,-2778760500673113802,1266958185239582088,-1868297195590431285,2255603060224026824,-1024046541613287684
-3792933059425955471,1356221992133852808,1532206435917316688,-9041823059579281174,-8368414190009234878,-6245524727898921842
-3790313320969344469,9136323715291453594,-1291869519847635026,7238948407563080770,7253370880729538418,7024819429467163565
-3785072380450959101,2321412363020240814,7288937801410681383,-5845411843260276924,4320282974712265321,-7009536306337650657
-3780822597455574960,-5363263367015469934,6638782839540370044,8049667463017473012,3091351089612339864,3205047378909988692
-3760006690401014603,-1124738136890721085,-912681925384819247,3467834993860080188,2607211459879791691,-5491334714953807444
-3759596852696130492,8886002764685330098,-1492913151930215984,-7762049078455894395,2607211459879791691,-587747935064273401
-3758287970266820834,5795281877636738272,-8962700386317589038,738761744030347929,-6133746337603876146,2314077149264083254
-3751398885033121551,7400903238402587728,335910242745901755,6535950170823528902,-387651900461462767,-7908990633460844158
-3751249597609107201,6678691743269420670,-7126520323752764957,638282658987724754,5250363310227021277,4911701623098526999
-3750879736572068916,3980405883168341377,-6940659689413147290,2285392309373358857,-9050450867630628092,2858969450431709251
-3750301395521973493,-8041742992841055506,-504935756748713175,-6056382045660082261,5232169374213306041,4917926779066818777
-3745582971859460684,2220561310072186802,5258604889412591249,-8068727428160395745,444378495316508239,-519908173368613957
-3739000323288188282,4125609302375934769,2541499697677936774,-5361115220834660562,4575580212020245658,-7002558676365724983
-3734583695144530256,-2561023317421962555,8482750322470893687,-6859363289291329827,-1129449063360470561,-2323511129839590090
-3723217532224917485,3075564241645350154,6754417485681598974,-5973686110278905367,-4336877432539963613,-3537777320523757545
-3718969219417182449,4774970687540378081,6754313450809254838,-4336877432539963613,-7033990154815318757,-7534240757267992657
-3716447017462787559,-1557920564469956829,374352050712569304,4815632823882298534,-7009536306337650657,-7891293130731329672
-3709378389941441506,-1564468014116140117,-8704908797766843570,8259682769688682084,5410293063635507608,6743199836219189414
-3705763041224967421,1283472251609674486,6615662748793536194,-7726397374158219907,4313871021753084020,123378787151399958
-3700095596785790870,1933229167501870037,1487738553913510703,-5405021817466310759,-1590585250246572231,511891900317865118
-3699283667575074041,1115750778137998115,-8968101771604200516,4815632823882298534,-2323511129839590090,4313871021753084020
-3697359635590244386,2841458704671711663,1805849336099641652,-8618420761918493321,2271592336048425450,-8722526817358894474
-3687965339291665275,7850245260835292221,-5082274522455747241,123378787151399958,6341647533150019811,-8254222281357012124
-3678789633202302491,2372438485070148864,-5000193502203199335,-348408475077850711,2555983212310147009,-78667914647336721
-3675009040647936899,-8885776096632729273,-6859363289291329827,6153710684104095269,-6312384811410586459,231281690254211527
-3671800260859291252,9028580484484026894,-769212572760644334,-3555513869558669392,-3832772858396854546,1469580151036142903
-3666646454167334466,127799031949294618,4579557799493615039,4675505028897335428,-5573840044320724169,8416004328454490172
-3663415946827459961,-86767468210285959,-8968101771604200516,6341647533150019811,231281690254211527,-5037827401452845772
-3662111110237135231,-4460374799273064357,6797493571710971497,-6858665134018491791,9208127165664287660,8381798621267347902
-3660106964555224100,5135371516547401748,6908884359295619150,-3900870368325485697,4877833951599818487,-4761420664091904483
-3653998742295730637,-595851741330881198,8628621643938810986,2670715450352290324,3575694866055127253,-4463029741564307314
-3645539449929727083,4575580212020245658,-3739000323288188282,6831941111848480366,-7002558676365724983,-1257839697539084047
-3641109225708958458,5929055844564382383,2727743992157210358,7516228655554309785,-7002558676365724983,-634395794651424614
-3633300009206493694,4355464044208438135,3075564241645350154,-5829979886567267504,-4201751526335049119,-3537777320523757545
-3622715112759104312,-1291869519847635026,-6728844082024523434,-6642751159620064055,7534917347133949300,-6308850935767965758
-3620251618670158123,5714874452041944640,-4084394822880420062,-8689798332822398451,1805849336099641652,-7492067511846042603
-3619568065513202846,-3488100191290830083,-321691855821364131,-2309481887656981309,-5843518165523212471,-2167839778474325326
-3614882924009373024,2870099478920706993,881166463209244600,-5684357871122991503,161784308223385549,-1306208577536428610
-3612149709424815327,-5833012379380837354,6909761382991856804,-502840688786875793,-2167839778474325326,2215773447123360543
-3605608255586388018,-6308850935767965758,-6765871608738223618,-1291869519847635026,7351002593233940239,8710192305140953186
-3590865837401183812,-5881946480525580860,9124439338148818380,-6400214860728938634,-592655813177747831,-6728844082024523434
-3581194288660477595,-8189315446782327370,3980405883168341377,-799315203186826480,-6940659689413147290,-7442296890640709658
-3555513869558669392,-4600611344822394376,8378863480597222815,65053321054180411,972258375127367383,3720742491238027703
-3552937095886146934,-8248141950199177506,4195778828921942020,1549650080907932816,-518690781085251687,-5850390492300666299
-3548152957882579401,-2167839778474325326,-6761163882540291832,-2323511129839590090,-8968101771604200516,-3699283667575074041
-3544655814153481738,-623310439329591027,-4412848927260591416,245828856632598563,-2879657397552025078,7965539599896143226
-3540554289369551216,-4399400419562742528,-5762305367413370284,3579921471626387620,-7009536306337650657,374352050712569304
-3537777320523757545,3075564241645350154,4355464044208438135,5163772683749067995,-3633300009206493694,-4201751526335049119
-3528088210002754978,5145921881592486583,1542516532533301214,-4374331682165863764,-2273517184910006534,-6725796505137573953
-3515692979189178102,8298709454703868984,4877833951599818487,2314077149264083254,-6151852268067518688,5619251370090681244
-3513515650250501785,5313335392004163852,1540456027678548167,-2976309714446243509,-2554512494756911972,5206308811707978799
-3513353119850106583,-5043294260151549400,-7009536306337650657,-6761163882540291832,4717008760225392411,1117455951802655890
-3499919498720038879,8120046881003900118,3510349622718287202,621816023396605502,-1523691178084871,-2377881752614744441
-3488100191290830083,2870099478920706993,2617330491231854367,-170687954910264210,393734797767236089,-5011709367955107239
-3487500907059331343,6180979718957141670,-2213320166727371491,5474373819153295408,-799315203186826480,-8189315446782327370
-3482581255202910790,6521856301289868251,8582210754044680874,-5813211845057621660,1403599387299754918,6075137928366965854
-3469502952547705884,-6902744509271060072,-7568926158048616650,-8632408281960398473,-4089455027188314262,5395784585257808296
-3468529816757552062,-14569272361926584,3884256359744615997,569574447134368517,4548329563501022787,-548495338204268789
-3462051751080362224,-6792965795755857419,-5055745575969002313,8120046881003900118,-8641360668993633978,-4049108709890217048
-3460883803089049921,-1342820011354825290,7207307032404768106,2822049545552366036,4751741894255718069,-5680127089889759432
-3450690190989108770,-5027816744653977347,4807721425375438334,1146823593746606655,-434149774629603391,-9089854794058353436
-3428996085514172371,3320201327008235211,1487738553913510703,162771765556771108,6237433897543964784,-2176468683077766369
-3417523159811412977,-7009536306337650657,-360529647164834348,-2323511129839590090,-8254222281357012124,484986956330644320
-3410781775610270991,4306804750094230211,8378863480597222815,7059601745558171892,6678691743269420670,216869981229779312
-3405516291669853723,-7009536306337650657,240943776326872028,123378787151399958,1577045425286888616,-5843518165523212471
-3404981437157985820,5962268176939710955,4625350031392752392,-8277924497842156608,-4524355549457527387,4548329563501022787
-3400154175330058574,1954074927376897165,-6467708104873171151,5238119115012015307,-7342604649736473979,7616472242818646827
-3395906801262755897,-6739959707791598779,162771765556771108,1515492713000932747,4843782008053284888,3294074907209583622
-3387888707667201720,4125609302375934769,-8801071115335368509,7446166231252589534,-6761163882540291832,-7255737497176527784
-3387298624573211014,4313871021753084020,231281690254211527,-2323511129839590090,-6761163882540291832,-6859363289291329827
-3368357500455466403,8856169137131817223,-7009536306337650657,-7627738093477170171,2096088841518695759,-5088157426675091741
-3367778232969996503,9178250635927683,-8239286201029609369,4774970687540378081,4644672909721737325,-7033990154815318757
-3363563881552061188,-2976309714446243509,5238119115012015307,4139191914110236238,7255021292858609470,-8511291357261863413
-3357295447978726475,5533752987392101383,5930806521893160184,-3951274083288934897,-2554512494756911972,-7174595923544719736
-3351990231604537690,-2587745393898245957,231281690254211527,123378787151399958,751528815916485437,-8254222281357012124
-3351656282247453586,-6829454835237183038,-8704908797766843570,-7638840925036528150,2788367348502337122,4247196691613374764
-3351652027149912881,8384349834972693428,-4089455027188314262,6638782839540370044,-3780822597455574960,-5363263367015469934
-3348652277274905234,-7273935215244206740,-7908990633460844158,5787934590133549357,7529823674661315431,1999466695269209462
-3348458175249982599,-5843518165523212471,-3191013159715472435,-1820269894165785259,4169374063813159761,484986956330644320
-3338916066794638254,3268064929368559554,5779887740609126631,1796618361228441836,2285214528595997209,-8043889175123948305
-3336755617029300430,5232169374213306041,-504935756748713175,3456446200772320915,4917926779066818777,3687286164936910007
-3324787160651928845,-6761163882540291832,484986956330644320,-2405892683303291957,1012456848389051365,5473340184873040894
-3319960804317299025,-8971085667828564532,-8259953995965151136,6006800146436649545,-1596335233529956315,-1926525896637230556
-3307413259092352650,-4754223659064624252,1469580151036142903,7534917347133949300,2607211459879791691,-8467102776052559275
-3302834510061927448,-2747266787901704910,80435662809978246,-4386371945374980231,-3102652803014865472,4396754138692995627
-3299064309968644318,8120046881003900118,2388097612905924826,2171312647242674161,-4270702541777554377,-6308850935767965758
-3295913657316686039,-8286289711960957081,-7367898111498277224,-4541461982704074404,-1609424513692297222,8095004770374551394
-3295730307439884506,9056727675613132316,-8510490754427841940,-6249065792190816357,-5488842573681626972,-532999578436827210
-3285620956704836473,-8222568914848295086,-1557461511205521728,4786732753690611738,-6245524727898921842,-9086955082453789880
-3285397592982852407,4717008760225392411,3751305746867503759,-5043294260151549400,-583471248660258378,7459643459148487877
-3275688295651945765,4909630283317268181,4563006651994272837,5847540986736720765,-4386371945374980231,-1672166631728511207
-3269885695260066314,-3269885695260066314,-9128652074338368262,3269302169678465882,2220561310072186802,-4571929941432664145
-3267081294086663175,2885511262558254418,8628621643938810986,8095004770374551394,-4541461982704074404,5795281877636738272
-3265730906936163775,-4248528062574538011,-3265730906936163775,2824996248683640175,-7876497512693688413,-78667914647336721
-3258959365023720872,-5843518165523212471,8074780316213343498,-72844094766108869,-5794047401651735687,484986956330644320
-3248233692182971167,-1242702988593021334,6565723369088595990,8028897172674067530,-958925381525830552,-945863510619496974
-3234984575507976056,6341647533150019811,123378787151399958,5779887740609126631,-5082274522455747241,6044362651232258738
-3231932874544830919,4546206336477094824,-3387298624573211014,374352050712569304,4563006651994272837,-6761163882540291832
-3224698078244963479,8028897172674067530,6565723369088595990,-912681925384819247,-945863510619496974,-1242702988593021334
